44.201298 1.857695
46.141735 0.404965
46.435173 4.658219
44.767899 -0.312500
43.705677 4.664148
49.228611 0.721667
48.635971 -1.511414
43.450111 6.308090
47.597702 -3.063393
48.873817 2.295023
48.935421 2.359915
48.667568 -3.858427
47.233635 6.030325
46.363541 4.700442
48.873699 2.322691
47.469814 -0.559338
44.675285 1.879225
45.775002 3.498889
47.259552 0.466604
43.279858 5.325134
46.951874 -0.077333
47.042404 1.672969
47.561577 4.523476
44.638100 -0.320653
48.560127 -0.154345
44.899200 1.825600
46.239422 3.229723
48.070797 1.323724
49.521774 3.318611
47.447739 1.343808
43.958035 0.921176
48.467136 3.431473
48.947166 2.153900
44.862419 1.859919
49.346992 2.980197
45.425835 0.744444
48.645405 1.817328
47.769756 1.444477
45.477997 3.185971
48.842667 2.435703
49.255901 3.092076
46.258129 6.104354
48.853645 2.604039
43.207283 2.363262
43.433064 6.737151
45.046181 3.884859
47.395828 0.694070
0.000000 48.853207
50.764412 1.631064
48.855816 2.345951
48.837433 2.753583
48.836823 2.218208
48.864971 2.337738
43.966202 4.800100
42.839680 2.918302
45.039635 -0.502221
48.866611 2.322681
43.789127 4.831020
48.854702 2.363875
44.935997 1.015651
48.788490 -3.227187
46.625446 1.974904
46.406300 -1.547400
48.827206 2.198591
43.987877 7.550956
46.197876 5.235607
48.856476 2.312697
49.253090 4.034182
47.085297 2.394482
48.846283 2.346073
44.669128 6.625228
48.855366 2.345023
43.773602 4.833000
44.858734 0.063840
43.224674 0.637003
43.310555 3.115278
47.573296 -2.957463
46.494133 -0.007039
47.082413 2.398496
44.837997 -0.577706
48.447765 1.487982
49.253399 4.033000
48.852978 2.349953
46.155800 -1.153232
43.567814 4.190866
49.895000 2.302222
43.744804 7.401840
50.666710 3.162723
43.703159 7.333887
48.924427 2.028270
